Date,Temperature,Humidity,Operator,Measure1,Measure2,Measure3,Measure4,Measure5,Measure6,Measure7,Measure8,Measure9,Measure10,Measure11,Measure12,Measure13,Measure14,Measure15,Hours Since Previous Failure,Failure,﻿Date.year,﻿Date.month,﻿Date.day-of-month,﻿Date.day-of-week,﻿Date.hour,﻿Date.minute,﻿Date.second
2016-04-18 10:00:00,63,79,Operator3,209,1,0,1714,919,1926,674,504,220,1948,927,1454,587,606,587,173,No,2016,4,18,1,10,0,0
2016-04-18 11:00:00,64,85,Operator3,1708,1,1,762,828,456,594,1409,577,1888,1114,644,1181,1355,1607,174,No,2016,4,18,1,11,0,0
2016-04-18 12:00:00,68,81,Operator3,1294,2,2,713,1545,1462,1337,278,972,1462,341,697,1786,229,347,175,No,2016,4,18,1,12,0,0
2016-04-18 13:00:00,67,84,Operator3,1280,2,0,1238,1885,1686,621,1506,1592,1358,725,1330,1442,668,1787,176,No,2016,4,18,1,13,0,0
2016-04-18 14:00:00,63,84,Operator3,1250,1,1,1712,1497,463,1804,562,1355,345,208,296,1253,1958,1272,177,No,2016,4,18,1,14,0,0
2016-04-18 15:00:00,62,81,Operator3,1885,3,1,1383,1122,1635,1764,1072,580,1712,1316,1118,584,1330,787,178,No,2016,4,18,1,15,0,0
2016-04-18 16:00:00,65,88,Operator5,1683,2,0,1597,1358,588,781,1330,738,1950,579,396,1103,678,401,179,No,2016,4,18,1,16,0,0
2016-04-18 17:00:00,65,87,Operator5,1830,3,2,1756,883,1919,1236,1762,398,1136,711,1572,1432,1575,408,180,No,2016,4,18,1,17,0,0
2016-04-18 18:00:00,67,83,Operator5,1268,1,2,317,1888,276,546,403,324,1363,1070,1097,931,1864,1543,181,No,2016,4,18,1,18,0,0
2016-04-18 19:00:00,60,78,Operator5,160,0,2,1217,1985,1962,654,1943,1708,589,1434,1630,502,163,1294,182,No,2016,4,18,1,19,0,0
2016-04-18 20:00:00,65,83,Operator5,1976,2,1,1447,1694,1598,1200,616,399,482,191,1546,659,1807,561,183,No,2016,4,18,1,20,0,0
2016-04-18 21:00:00,63,87,Operator5,337,2,2,1938,1957,1959,1706,1824,1643,969,589,1349,1117,424,396,184,No,2016,4,18,1,21,0,0
2016-04-18 22:00:00,61,82,Operator5,693,0,2,1755,1022,934,1368,291,886,414,805,1803,1405,1591,956,185,No,2016,4,18,1,22,0,0
2016-04-18 23:00:00,66,82,Operator5,1882,3,2,908,1674,220,1370,1599,1066,295,770,1676,206,1628,586,186,No,2016,4,18,1,23,0,0
2016-04-19 00:00:00,60,83,Operator2,1369,1,1,1915,352,956,1403,450,818,1371,627,443,303,1575,1644,187,No,2016,4,19,2,0,0,0
2016-04-19 01:00:00,60,80,Operator2,521,1,0,1114,419,916,785,1352,1015,1126,232,191,266,792,500,188,No,2016,4,19,2,1,0,0
2016-04-19 02:00:00,61,78,Operator2,487,1,0,1531,1887,1948,1384,618,1790,1647,325,1903,170,1737,1425,189,No,2016,4,19,2,2,0,0
2016-04-19 03:00:00,67,81,Operator2,1914,0,1,717,650,917,1571,1026,410,1049,1598,1385,710,713,1009,190,No,2016,4,19,2,3,0,0
2016-04-19 04:00:00,61,86,Operator2,1607,0,1,260,1322,1544,1303,1493,1216,696,1449,948,710,190,1773,191,No,2016,4,19,2,4,0,0
2016-04-19 05:00:00,65,86,Operator2,366,2,2,804,246,1402,341,1404,1651,756,194,1571,1420,586,722,192,No,2016,4,19,2,5,0,0
2016-04-19 06:00:00,63,78,Operator2,1165,1,2,276,1938,1105,1511,1702,939,831,1497,1216,643,788,344,193,No,2016,4,19,2,6,0,0
2016-04-19 07:00:00,66,87,Operator2,1667,3,0,1462,1247,852,1129,405,1653,1673,632,1094,604,1049,594,194,No,2016,4,19,2,7,0,0
2016-04-19 08:00:00,67,79,Operator4,742,2,1,1241,1925,254,547,670,1150,1269,805,874,1825,407,765,195,No,2016,4,19,2,8,0,0
2016-04-19 09:00:00,67,86,Operator4,1689,2,1,484,1539,1879,466,220,744,1866,1715,743,1224,741,1434,196,No,2016,4,19,2,9,0,0
2016-04-19 10:00:00,67,86,Operator4,1431,2,1,1621,1131,1447,1334,1334,749,1703,343,909,1859,1856,1080,197,No,2016,4,19,2,10,0,0
2016-04-19 11:00:00,63,79,Operator4,794,3,2,734,1022,715,762,1347,1837,770,836,917,1126,1651,357,198,No,2016,4,19,2,11,0,0
2016-04-19 12:00:00,68,77,Operator4,1980,0,1,616,646,875,559,1139,931,984,1763,941,1294,822,580,199,No,2016,4,19,2,12,0,0
2016-04-19 13:00:00,63,81,Operator4,1291,3,1,902,714,779,1295,168,1216,1427,1555,1365,497,337,692,200,No,2016,4,19,2,13,0,0
2016-04-19 14:00:00,66,85,Operator4,629,3,2,1752,1464,1874,1239,534,1609,222,1750,1765,1235,420,1550,201,No,2016,4,19,2,14,0,0
2016-04-19 15:00:00,68,77,Operator4,1034,1,0,1018,738,751,239,1591,788,267,289,1089,407,999,308,202,No,2016,4,19,2,15,0,0
2016-04-19 16:00:00,61,83,Operator6,1786,3,2,1312,1155,1465,1032,1834,1199,1763,1411,1326,519,1857,611,203,No,2016,4,19,2,16,0,0
2016-04-19 17:00:00,60,82,Operator6,1887,1,1,758,709,1186,1530,1950,1466,480,683,1323,1091,284,1927,204,No,2016,4,19,2,17,0,0
2016-04-19 18:00:00,62,81,Operator6,1918,0,1,1285,423,1064,1881,1549,416,932,497,1662,1993,707,1001,205,No,2016,4,19,2,18,0,0
2016-04-19 19:00:00,62,84,Operator6,1807,0,2,370,1054,1385,404,207,823,1418,1157,280,653,2009,876,206,No,2016,4,19,2,19,0,0
2016-04-19 20:00:00,60,81,Operator6,1522,3,0,1915,835,1064,465,1021,1459,1411,990,1750,1175,919,1441,207,No,2016,4,19,2,20,0,0
2016-04-19 21:00:00,66,84,Operator6,906,3,0,1398,924,1236,1954,1643,692,1259,1006,313,1552,613,1849,208,No,2016,4,19,2,21,0,0
2016-04-19 22:00:00,63,84,Operator6,779,1,0,1962,1945,1535,665,263,1260,1600,353,1630,165,311,562,209,No,2016,4,19,2,22,0,0
2016-04-19 23:00:00,66,88,Operator6,253,2,0,1594,972,1848,1600,1779,1007,1037,1161,333,363,1058,1485,210,No,2016,4,19,2,23,0,0
2016-04-20 00:00:00,63,82,Operator7,1879,3,1,1601,1876,733,1460,1603,1739,406,952,234,695,1688,860,211,No,2016,4,20,3,0,0,0
2016-04-20 01:00:00,67,77,Operator7,675,0,2,1212,1161,589,337,285,1749,1335,827,1744,169,1387,275,212,No,2016,4,20,3,1,0,0
2016-04-20 02:00:00,65,84,Operator7,256,2,2,162,1462,776,297,176,1870,1311,1973,1692,2011,583,1102,213,No,2016,4,20,3,2,0,0
2016-04-20 03:00:00,61,81,Operator7,1468,0,2,736,1922,1792,900,1219,860,1304,1532,1874,801,676,674,214,No,2016,4,20,3,3,0,0
2016-04-20 04:00:00,61,81,Operator7,637,0,1,1799,1745,1261,1329,343,1701,670,1976,1845,1974,958,681,215,No,2016,4,20,3,4,0,0
2016-04-20 05:00:00,65,85,Operator7,193,3,1,1232,1282,1320,722,1884,175,243,1723,653,905,953,1731,216,No,2016,4,20,3,5,0,0
2016-04-20 06:00:00,62,79,Operator7,437,1,0,1462,1251,757,735,672,1766,1630,634,860,1345,1676,1003,217,No,2016,4,20,3,6,0,0
2016-04-20 07:00:00,60,78,Operator7,914,3,0,1121,1607,791,1811,167,1464,795,1139,713,349,1493,1111,218,No,2016,4,20,3,7,0,0
2016-04-20 08:00:00,68,79,Operator2,2008,0,1,918,1729,1801,236,528,1308,315,1867,673,422,1312,606,219,No,2016,4,20,3,8,0,0
2016-04-20 09:00:00,68,78,Operator2,180,3,1,1406,1215,391,1060,967,1686,1845,1247,1623,1006,613,1319,220,No,2016,4,20,3,9,0,0
2016-04-20 10:00:00,66,82,Operator2,982,3,2,708,172,629,699,280,871,996,1950,1448,884,1172,382,221,No,2016,4,20,3,10,0,0
2016-04-20 11:00:00,68,87,Operator2,1975,3,1,372,1212,1942,724,372,945,1332,1886,1883,1562,1851,1268,222,No,2016,4,20,3,11,0,0
2016-04-20 12:00:00,62,84,Operator2,1697,2,0,1439,999,1849,1555,925,1990,1369,1006,1923,1357,1087,1677,223,No,2016,4,20,3,12,0,0
2016-04-20 13:00:00,65,86,Operator2,823,2,0,233,637,852,408,1627,667,1545,1280,195,435,1333,1664,224,No,2016,4,20,3,13,0,0
2016-04-20 14:00:00,64,85,Operator2,852,0,1,737,1269,1972,1374,632,707,1196,358,380,1409,436,1013,225,No,2016,4,20,3,14,0,0
2016-04-20 15:00:00,65,87,Operator2,909,2,1,1310,1127,1451,392,798,1493,1934,1456,157,1552,1382,182,226,No,2016,4,20,3,15,0,0
2016-04-20 16:00:00,63,87,Operator8,349,1,1,929,1631,725,166,1438,1615,236,2002,973,1227,1049,683,227,No,2016,4,20,3,16,0,0
2016-04-20 17:00:00,60,88,Operator8,1294,2,1,1073,339,327,688,1092,1105,2007,503,1413,174,1887,1047,228,No,2016,4,20,3,17,0,0
2016-04-20 18:00:00,64,85,Operator8,1545,2,2,1653,1934,1379,881,775,781,831,1248,1307,1826,1603,620,229,No,2016,4,20,3,18,0,0
2016-04-20 19:00:00,66,82,Operator8,1872,0,1,881,1836,1826,439,1625,1175,1252,607,948,1678,772,1584,230,No,2016,4,20,3,19,0,0
2016-04-20 20:00:00,60,88,Operator8,1958,3,0,1442,1995,440,1460,1042,1571,328,1616,587,658,906,781,231,No,2016,4,20,3,20,0,0
2016-04-20 21:00:00,67,88,Operator8,1888,3,1,561,1146,1016,1993,634,1460,251,612,420,1467,1416,175,232,No,2016,4,20,3,21,0,0
2016-04-20 22:00:00,61,83,Operator8,984,0,0,244,479,1277,295,1664,1418,1230,873,1572,1112,796,1060,233,No,2016,4,20,3,22,0,0
2016-04-20 23:00:00,64,86,Operator8,1208,1,2,1749,1290,1208,1616,1049,1095,368,1121,1481,314,900,1676,234,No,2016,4,20,3,23,0,0
2016-04-21 00:00:00,61,85,Operator1,381,0,0,1446,304,458,1052,1601,1055,394,1738,790,983,1527,272,235,No,2016,4,21,4,0,0,0
2016-04-21 01:00:00,66,86,Operator1,373,3,0,1462,493,2007,1996,423,442,1807,1594,971,1390,231,657,236,No,2016,4,21,4,1,0,0
2016-04-21 02:00:00,68,79,Operator1,1560,1,2,1570,980,1785,1062,1285,1724,1366,1652,406,572,1770,974,237,No,2016,4,21,4,2,0,0
2016-04-21 03:00:00,65,84,Operator1,1165,0,1,1487,782,611,1000,1650,769,730,628,1994,306,1624,1174,238,No,2016,4,21,4,3,0,0
2016-04-21 04:00:00,67,82,Operator1,1522,1,2,944,176,1181,1688,1119,1220,887,1068,1336,191,816,992,239,No,2016,4,21,4,4,0,0
2016-04-21 05:00:00,61,82,Operator1,1228,2,0,703,235,284,707,579,759,1835,1517,406,1390,613,1200,240,No,2016,4,21,4,5,0,0
2016-04-21 06:00:00,64,80,Operator1,1254,1,1,1600,1885,1193,1539,934,1490,1241,729,1649,616,492,426,241,No,2016,4,21,4,6,0,0
2016-04-21 07:00:00,68,87,Operator1,1174,3,0,1202,485,1653,1025,1530,1161,953,1590,1177,1251,1141,221,242,No,2016,4,21,4,7,0,0
2016-04-21 08:00:00,64,78,Operator3,1524,2,0,1542,486,1110,779,969,1511,1353,1029,868,1589,666,896,243,No,2016,4,21,4,8,0,0
2016-04-21 09:00:00,61,83,Operator3,1191,1,2,621,516,1903,1404,1065,1500,285,785,372,1626,1695,390,244,No,2016,4,21,4,9,0,0
2016-04-21 10:00:00,67,78,Operator3,2010,0,2,684,1359,1560,1062,537,543,1153,1171,574,566,1448,1339,245,No,2016,4,21,4,10,0,0
2016-04-21 11:00:00,66,85,Operator3,2008,3,1,1626,1672,1254,176,696,207,1264,411,1368,1411,1741,1305,246,No,2016,4,21,4,11,0,0
2016-04-21 12:00:00,66,87,Operator3,1122,0,0,247,1379,442,1648,1376,1550,254,1741,953,824,1683,634,247,No,2016,4,21,4,12,0,0
2016-04-21 13:00:00,62,86,Operator3,1737,1,2,1630,281,278,1243,257,458,975,991,706,389,1886,1989,248,No,2016,4,21,4,13,0,0
2016-04-21 14:00:00,62,80,Operator3,1034,0,1,1190,355,1700,160,686,640,1297,1413,1789,213,1849,1444,249,No,2016,4,21,4,14,0,0
2016-04-21 15:00:00,61,78,Operator3,1002,0,0,282,708,656,1943,1475,1971,823,917,500,174,311,688,250,No,2016,4,21,4,15,0,0
2016-04-21 16:00:00,67,88,Operator5,1643,1,1,687,981,697,951,903,467,1995,161,447,1796,270,1613,251,No,2016,4,21,4,16,0,0
2016-04-21 17:00:00,66,78,Operator5,1244,1,1,673,702,328,826,1612,753,1117,755,574,1385,485,339,252,No,2016,4,21,4,17,0,0
2016-04-21 18:00:00,62,87,Operator5,797,1,2,1693,885,775,883,1525,494,602,737,1400,289,284,1566,253,No,2016,4,21,4,18,0,0
2016-04-21 19:00:00,65,87,Operator5,1310,1,1,1491,1979,535,611,1472,1371,1436,854,552,868,1110,284,254,No,2016,4,21,4,19,0,0
2016-04-21 20:00:00,67,78,Operator5,1217,1,0,1058,1442,262,254,1691,461,1415,1732,1393,1781,1649,520,255,No,2016,4,21,4,20,0,0
2016-04-21 21:00:00,61,81,Operator5,729,1,0,1264,577,1538,1975,328,1959,955,1958,343,1458,497,1219,256,No,2016,4,21,4,21,0,0
2016-04-21 22:00:00,65,81,Operator5,1720,0,2,1471,508,1127,1748,1235,896,1540,269,548,1250,1307,512,257,No,2016,4,21,4,22,0,0
2016-04-21 23:00:00,67,83,Operator5,1763,2,1,1170,1582,1414,811,286,1916,703,1780,818,932,258,1515,258,No,2016,4,21,4,23,0,0
2016-04-22 00:00:00,68,79,Operator2,644,3,0,640,169,1547,259,608,311,1335,483,210,1352,684,1086,259,No,2016,4,22,5,0,0,0
2016-04-22 01:00:00,63,77,Operator2,538,1,1,1452,1809,1650,1136,539,1237,1362,511,1108,242,1976,1259,260,No,2016,4,22,5,1,0,0
2016-04-22 02:00:00,66,82,Operator2,776,0,2,1027,1698,377,1400,1016,806,1925,1542,836,1423,999,683,261,No,2016,4,22,5,2,0,0
2016-04-22 03:00:00,63,88,Operator2,1712,0,2,861,1759,708,752,975,1850,1166,1894,660,1377,1559,430,262,No,2016,4,22,5,3,0,0
2016-04-22 04:00:00,60,81,Operator2,1736,1,2,1754,1630,1533,1139,966,1669,1779,1620,354,725,944,1109,263,No,2016,4,22,5,4,0,0
2016-04-22 05:00:00,62,88,Operator2,1392,3,0,551,411,1838,1672,293,1090,1691,1516,1694,693,1571,244,264,No,2016,4,22,5,5,0,0
2016-04-22 06:00:00,66,85,Operator2,539,2,2,1140,1145,1839,1104,1280,1218,1535,471,798,921,1513,1352,265,No,2016,4,22,5,6,0,0
2016-04-22 07:00:00,64,88,Operator2,799,2,0,1004,1244,170,603,1283,235,1509,1798,1955,1713,1628,1881,266,No,2016,4,22,5,7,0,0
2016-04-22 08:00:00,64,85,Operator4,1063,1,0,1169,263,1142,195,1693,1120,818,413,990,1304,601,156,267,No,2016,4,22,5,8,0,0
2016-04-22 09:00:00,60,83,Operator4,970,0,1,718,507,1400,1453,320,384,1756,238,921,991,1342,1035,268,No,2016,4,22,5,9,0,0
2016-04-22 10:00:00,65,78,Operator4,190,1,0,836,1642,1832,834,1829,1480,1092,582,1160,1591,608,1037,269,No,2016,4,22,5,10,0,0
2016-04-22 11:00:00,61,78,Operator4,1420,1,2,881,337,1734,1568,1613,1939,1746,314,752,504,1133,900,270,No,2016,4,22,5,11,0,0
2016-04-22 12:00:00,66,87,Operator4,2005,3,0,1250,1392,798,1354,1530,1245,1927,541,1377,338,291,899,271,No,2016,4,22,5,12,0,0
2016-04-22 13:00:00,67,77,Operator4,1939,3,0,1937,1110,1209,489,631,1656,1292,909,1604,1255,814,749,272,No,2016,4,22,5,13,0,0
2016-04-22 14:00:00,66,78,Operator4,1773,1,2,384,427,178,372,1682,1770,602,1956,593,1487,717,1830,273,No,2016,4,22,5,14,0,0
2016-04-22 15:00:00,64,83,Operator4,222,1,0,673,736,1357,1805,1632,572,388,970,269,910,1183,686,274,No,2016,4,22,5,15,0,0
2016-04-22 16:00:00,65,78,Operator6,580,2,0,976,198,764,940,469,631,592,487,1013,1218,1240,782,275,No,2016,4,22,5,16,0,0
2016-04-22 17:00:00,66,78,Operator6,1792,2,1,953,1150,1014,1238,322,931,1340,645,442,1346,1749,1185,276,No,2016,4,22,5,17,0,0
2016-04-22 18:00:00,66,81,Operator6,791,2,2,1526,1262,1154,513,1246,1746,843,2010,958,1248,304,470,277,No,2016,4,22,5,18,0,0
2016-04-22 19:00:00,68,85,Operator6,1162,0,0,1833,1349,534,696,404,227,1694,1721,1560,1701,902,1131,278,No,2016,4,22,5,19,0,0
2016-04-22 20:00:00,65,78,Operator6,494,3,1,710,510,1356,1331,1289,714,689,1186,2010,988,280,1139,279,No,2016,4,22,5,20,0,0
2016-04-22 21:00:00,66,85,Operator6,1672,0,0,1862,263,724,1096,252,729,733,424,684,571,649,1953,280,No,2016,4,22,5,21,0,0
2016-04-22 22:00:00,63,82,Operator6,1513,3,0,269,615,1831,1726,599,473,867,1336,1719,1454,684,227,281,No,2016,4,22,5,22,0,0
2016-04-22 23:00:00,61,85,Operator6,435,1,2,1723,670,319,1684,1074,223,1864,324,1924,863,1180,1663,282,No,2016,4,22,5,23,0,0
2016-04-23 00:00:00,68,86,Operator7,777,0,2,739,1105,965,1921,1027,1513,539,1434,1842,287,1051,1724,283,No,2016,4,23,6,0,0,0
2016-04-23 01:00:00,67,81,Operator7,1407,2,1,1126,1225,903,1762,2004,1354,952,1761,984,1667,860,1139,284,No,2016,4,23,6,1,0,0
2016-04-23 02:00:00,67,85,Operator7,206,1,1,537,173,382,822,1985,494,229,1425,1379,753,223,834,285,No,2016,4,23,6,2,0,0
2016-04-23 03:00:00,64,78,Operator7,878,2,1,987,853,1251,378,1258,1588,2009,596,615,1491,1499,501,286,No,2016,4,23,6,3,0,0
2016-04-23 04:00:00,62,86,Operator7,600,0,2,1785,1396,1344,619,764,1520,844,1365,749,1950,1779,1107,287,No,2016,4,23,6,4,0,0
2016-04-23 05:00:00,60,87,Operator7,1142,3,0,863,811,670,573,458,885,1060,805,1539,1984,266,866,288,No,2016,4,23,6,5,0,0
2016-04-23 06:00:00,65,80,Operator7,1920,1,0,1351,1962,1071,942,514,278,1660,1957,981,833,1633,450,289,No,2016,4,23,6,6,0,0
2016-04-23 07:00:00,63,84,Operator7,631,2,1,1771,1384,732,1180,332,857,1825,1958,1797,1085,217,1589,290,No,2016,4,23,6,7,0,0
2016-04-23 08:00:00,66,87,Operator2,854,1,1,522,1952,692,1262,351,1551,730,1978,1477,210,271,1182,291,No,2016,4,23,6,8,0,0
2016-04-23 09:00:00,67,88,Operator2,1653,3,0,1883,1598,1645,510,271,1901,1208,768,170,383,642,431,292,No,2016,4,23,6,9,0,0
2016-04-23 10:00:00,68,77,Operator2,926,1,0,1966,1758,261,1508,492,1852,1633,438,1788,1836,1485,741,293,No,2016,4,23,6,10,0,0
2016-04-23 11:00:00,68,77,Operator2,439,2,2,209,595,1154,1873,603,1973,1163,824,1911,451,237,1845,294,No,2016,4,23,6,11,0,0
2016-04-23 12:00:00,68,79,Operator2,975,2,1,247,1647,1117,1242,1146,1378,565,785,1172,502,1510,407,295,No,2016,4,23,6,12,0,0
2016-04-23 13:00:00,64,83,Operator2,357,0,2,841,1205,1744,808,669,866,1021,1503,1474,1644,469,663,296,No,2016,4,23,6,13,0,0
2016-04-23 14:00:00,66,77,Operator2,818,2,1,1570,954,434,228,354,339,308,1580,1068,1959,687,1786,297,No,2016,4,23,6,14,0,0
2016-04-23 15:00:00,63,81,Operator2,1417,0,0,1194,1236,732,1911,1843,1634,757,365,653,1584,1636,1327,298,No,2016,4,23,6,15,0,0
2016-04-23 16:00:00,61,85,Operator8,1959,1,2,1275,722,602,608,1663,298,505,544,942,1958,616,960,299,No,2016,4,23,6,16,0,0
2016-04-23 17:00:00,62,88,Operator8,507,0,2,1907,206,481,191,1045,2008,772,435,1947,1921,997,1574,300,No,2016,4,23,6,17,0,0
2016-04-23 18:00:00,65,81,Operator8,1723,2,0,632,634,984,1613,467,1315,1663,1944,949,542,500,1118,301,No,2016,4,23,6,18,0,0
2016-04-23 19:00:00,62,81,Operator8,507,1,2,1767,371,712,755,1885,431,1723,1814,744,1161,1595,945,302,No,2016,4,23,6,19,0,0
2016-04-23 20:00:00,66,81,Operator8,922,1,0,1916,1519,1584,796,919,736,1831,1297,1824,1897,712,1670,303,No,2016,4,23,6,20,0,0
2016-04-23 21:00:00,67,86,Operator8,1824,2,2,1375,937,1101,1920,1902,2007,1235,936,761,2009,359,1357,304,No,2016,4,23,6,21,0,0
2016-04-23 22:00:00,66,80,Operator8,1344,0,2,373,477,272,1954,975,1310,1090,234,1508,1653,1287,308,305,No,2016,4,23,6,22,0,0
2016-04-23 23:00:00,63,88,Operator8,1993,2,0,693,288,1197,468,1092,394,379,2009,847,1209,1687,498,306,No,2016,4,23,6,23,0,0
2016-04-24 00:00:00,60,85,Operator1,1588,1,2,203,496,752,851,1211,1841,1173,1309,1029,463,572,1812,307,No,2016,4,24,7,0,0,0
2016-04-24 01:00:00,60,83,Operator1,1829,2,2,1360,648,183,1442,391,1793,1522,1331,1697,1301,1343,864,308,No,2016,4,24,7,1,0,0
2016-04-24 02:00:00,60,83,Operator1,411,3,2,603,243,1447,1443,1309,546,1246,1519,1665,1493,659,183,309,No,2016,4,24,7,2,0,0
2016-04-24 03:00:00,65,85,Operator1,977,3,0,786,1397,482,665,1894,266,280,181,972,810,619,1664,310,No,2016,4,24,7,3,0,0
2016-04-24 04:00:00,66,84,Operator1,1569,0,0,258,1143,1294,1869,392,870,194,605,1557,837,610,1170,311,No,2016,4,24,7,4,0,0
2016-04-24 05:00:00,65,81,Operator1,1193,3,1,451,1312,1098,402,1868,515,247,1366,394,1679,1980,1870,312,No,2016,4,24,7,5,0,0
2016-04-24 06:00:00,66,83,Operator1,1766,0,2,979,400,1846,1859,696,557,1979,1017,1566,1822,966,1549,313,No,2016,4,24,7,6,0,0
2016-04-24 07:00:00,67,81,Operator1,497,0,1,920,1580,531,1468,472,1317,1634,463,1565,450,1474,952,314,No,2016,4,24,7,7,0,0
2016-04-24 08:00:00,63,86,Operator3,310,3,2,645,1797,1567,1406,261,1499,713,205,557,1874,1428,1212,315,No,2016,4,24,7,8,0,0
2016-04-24 09:00:00,61,83,Operator3,1714,1,1,1282,436,401,457,231,591,781,1449,268,348,802,500,316,No,2016,4,24,7,9,0,0
2016-04-24 10:00:00,65,85,Operator3,904,0,1,1821,1743,747,1360,1458,1110,348,1513,493,309,1547,1004,317,No,2016,4,24,7,10,0,0
2016-04-24 11:00:00,68,83,Operator3,1977,0,2,506,1212,1375,1648,435,190,758,1405,1438,1674,504,961,318,No,2016,4,24,7,11,0,0
2016-04-24 12:00:00,65,83,Operator3,757,1,0,358,1226,288,811,263,166,1993,438,1586,819,761,616,319,No,2016,4,24,7,12,0,0
2016-04-24 13:00:00,67,78,Operator3,172,0,2,1371,1678,1882,1093,1440,210,898,394,1897,1952,370,1011,320,No,2016,4,24,7,13,0,0
2016-04-24 14:00:00,61,84,Operator3,743,0,0,731,1788,1955,196,473,1642,1062,1545,616,1727,807,1347,321,No,2016,4,24,7,14,0,0
2016-04-24 15:00:00,61,82,Operator3,779,0,0,1819,630,1109,1344,1550,726,617,1914,1490,1530,1247,1284,322,No,2016,4,24,7,15,0,0
2016-04-24 16:00:00,67,78,Operator5,279,3,2,1322,1838,634,703,1880,1621,169,1770,1281,1412,206,1053,323,No,2016,4,24,7,16,0,0
2016-04-24 17:00:00,66,78,Operator5,249,2,1,492,1080,172,1228,1984,1428,1397,335,1398,1266,656,234,324,No,2016,4,24,7,17,0,0
2016-04-24 18:00:00,66,87,Operator5,1613,0,0,944,1391,394,448,1620,490,1681,1450,863,613,1026,1253,325,No,2016,4,24,7,18,0,0
2016-04-24 19:00:00,66,82,Operator5,1766,1,2,411,1460,1109,1532,1259,975,710,1857,232,598,1707,494,326,No,2016,4,24,7,19,0,0
2016-04-24 20:00:00,64,80,Operator5,1646,2,2,319,628,869,543,1279,1757,1382,744,1942,1020,1605,304,327,No,2016,4,24,7,20,0,0
2016-04-24 21:00:00,61,77,Operator5,905,2,1,1152,1976,1132,1210,439,1604,1668,1249,1657,636,205,1079,328,No,2016,4,24,7,21,0,0
2016-04-24 22:00:00,64,79,Operator5,1714,3,1,1578,1249,2002,1826,415,742,197,1515,684,1511,661,410,329,No,2016,4,24,7,22,0,0
2016-04-24 23:00:00,64,77,Operator5,632,1,1,1360,453,1685,1206,1922,345,1702,1359,1729,1999,696,1904,330,No,2016,4,24,7,23,0,0
2016-04-25 00:00:00,62,77,Operator2,206,2,2,1139,509,745,1596,578,864,1597,1502,546,596,1757,1590,331,No,2016,4,25,1,0,0,0
2016-04-25 01:00:00,63,88,Operator2,1723,0,1,384,934,529,1669,566,723,1708,225,1480,1145,1603,1763,332,No,2016,4,25,1,1,0,0
2016-04-25 02:00:00,68,82,Operator2,1271,3,1,1687,410,959,428,1080,663,1427,1899,470,446,748,585,333,No,2016,4,25,1,2,0,0
2016-04-25 03:00:00,60,77,Operator2,1314,3,0,2010,847,1669,958,1330,361,1488,400,1602,1139,661,1689,334,No,2016,4,25,1,3,0,0
2016-04-25 04:00:00,61,79,Operator2,765,0,1,1510,1894,1394,1515,356,1153,352,1656,429,1430,398,1251,335,No,2016,4,25,1,4,0,0
2016-04-25 05:00:00,60,85,Operator2,440,1,0,872,1660,826,256,1045,1147,442,1692,1479,722,1126,421,336,No,2016,4,25,1,5,0,0
2016-04-25 06:00:00,65,78,Operator2,2006,1,2,1460,1668,755,1441,247,901,589,210,1220,1718,1109,873,337,No,2016,4,25,1,6,0,0
2016-04-25 07:00:00,62,77,Operator2,1256,3,2,432,1676,1815,1368,1600,801,1696,1006,992,747,1020,1848,338,No,2016,4,25,1,7,0,0
2016-04-25 08:00:00,66,77,Operator4,1873,0,0,813,1377,1385,1520,1145,1055,1370,380,1266,999,1251,2000,339,No,2016,4,25,1,8,0,0
2016-04-25 09:00:00,62,81,Operator4,1189,0,0,740,668,597,1816,326,1898,966,1383,1044,1375,1140,495,340,No,2016,4,25,1,9,0,0
2016-04-25 10:00:00,66,86,Operator4,1637,2,0,1646,506,1255,1366,766,774,1290,763,1389,821,955,655,341,No,2016,4,25,1,10,0,0
2016-04-25 11:00:00,65,85,Operator4,1317,2,1,786,786,1615,354,166,1288,1905,1028,1699,464,1450,1432,342,No,2016,4,25,1,11,0,0
2016-04-25 12:00:00,61,81,Operator4,516,1,2,787,765,884,1932,1314,1750,1536,1988,224,1714,1461,1837,343,No,2016,4,25,1,12,0,0
2016-04-25 13:00:00,60,87,Operator4,1699,1,1,1101,1872,1172,820,966,464,1287,1852,842,826,1483,296,344,No,2016,4,25,1,13,0,0
2016-04-25 14:00:00,66,84,Operator4,435,2,1,1108,383,409,346,1138,1610,496,1269,1663,318,1034,634,345,No,2016,4,25,1,14,0,0
2016-04-25 15:00:00,62,83,Operator4,1242,0,0,180,1150,606,229,1445,1940,1787,406,1817,400,987,1367,346,No,2016,4,25,1,15,0,0
2016-04-25 16:00:00,62,79,Operator6,876,1,2,1355,1622,251,477,504,714,1536,1015,1492,460,1925,1659,347,No,2016,4,25,1,16,0,0
2016-04-25 17:00:00,67,88,Operator6,1707,1,2,730,1910,926,1269,1309,408,1532,1045,1005,1046,880,1736,348,No,2016,4,25,1,17,0,0
2016-04-25 18:00:00,68,77,Operator6,1014,2,2,787,773,2001,1526,1094,1008,597,397,1399,1898,1262,1894,349,No,2016,4,25,1,18,0,0
